id,name,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,Cluster,label,language
50s6uX9YwwF7T1VOFDNpGA,Dont Stop,0.834,0.215,0.943,0.00385,0.127,0.667,-3.842,0.0757,104.961,7,4,4,Cheerful,telugu
0BFQi3erN3X4tT6ZrthC5d,Chal Chalo Chalo,0.598,0.42,0.817,0.00121,0.485,0.722,-5.003,0.0991,67.111,9,4,4,Cheerful,telugu
67RKXc29tGIKnVY2xIBcSU,Adaraku,0.736,0.109,0.659,0.00102,0.0634,0.377,-9.567,0.074,101.012,9,4,2,Cheerful,telugu
24SGHHcIqQHgO4oucXxhhd,Nuvve Samastham,0.86,0.332,0.726,0.000306,0.0911,0.75,-6.239,0.0502,116.973,8,4,4,Cheerful,telugu
540QlWSvpDzDOc0EMzUokz,Oke Oka Jeevitham,0.64,0.548,0.501,0,0.135,0.409,-8.195,0.0364,84.975,3,4,2,Cheerful,telugu
4WgrhMG0WomCrDQ2SDUbKh,Who R U,0.707,0.0572,0.948,0.0538,0.879,0.78,-3.907,0.0722,138.035,7,4,4,Cheerful,telugu
5hCPyBJTeFoMj5B9RhlxoY,Prayathname,0.667,0.396,0.606,1.78E-05,0.168,0.289,-9.087,0.0509,96.062,9,4,2,Cheerful,telugu
5tc5uPw6UqvC0N2fF5jzXI,Jaago,0.43,0.552,0.303,0.0984,0.298,0.0398,-13.12,0.0665,129.898,5,4,6,Cheerful,telugu
6TZEl5bAbJ0zqXKkS2nwxN,Nippulanti Nirudyogi,0.515,0.15,0.914,0,0.348,0.783,-6.612,0.102,89.982,5,4,4,Cheerful,telugu
30nBtzzMdm8EXQK9QtiJVX,Roopaay,0.726,0.28,0.522,0,0.0698,0.614,-6.611,0.0348,83.007,5,4,2,Cheerful,telugu
0i5KYCaQs1xY7z9MWCFoXW,Life Of Ram,0.661,0.21,0.559,0.000118,0.116,0.388,-8.829,0.0508,90.009,4,4,2,Cheerful,telugu
7dMa0vWk26ddwBLkEw1oNz,Travelling Soldier,0.752,0.121,0.91,3.23E-06,0.0914,0.536,-5.172,0.0263,109.995,9,4,4,Cheerful,telugu
40UTendM9UUH7Byrkg7cY0,Yekku Tholi Mettu,0.826,0.242,0.815,0.000717,0.124,0.865,-9.211,0.0409,125.016,7,4,4,Cheerful,telugu
4aIKdnn8WMoKjsQ6gdNM84,Podham,0.757,0.0706,0.724,0.000176,0.131,0.899,-8.382,0.0337,125.024,0,4,4,Cheerful,telugu
7255Q1PYKuFqRrwBxoNh5A,Yemcheddam,0.781,0.486,0.934,0.059,0.195,0.846,-7.191,0.0539,110,11,4,4,Cheerful,telugu
0OM8PTgPuADb9DQPentmzK,Hosahore,0.713,0.0124,0.969,0.00029,0.317,0.749,-4.468,0.0718,134.979,11,4,4,Cheerful,telugu
1VBvgXzwESW9V7DXXGSiwm,Mari Antaga,0.851,0.642,0.532,0.0112,0.149,0.8,-10.078,0.0341,117.027,11,4,0,Cheerful,telugu
3qWfqpB8KJFxwvbpqbuLCh,Ramuloo Ramulaa,0.663,0.415,0.913,0.000496,0.158,0.805,-4.681,0.152,187.552,5,3,6,Energetic,telugu
0ojsESqwsWoljEuvYKvz3S,Tillu Anna DJ Pedithe,0.702,0.149,0.663,2.01E-06,0.11,0.28,-5.444,0.21,140.027,10,4,2,Energetic,telugu
3WTHnUPLqVZXSw54PFLtiL,Super Machi,0.759,0.431,0.948,0.0334,0.0288,0.914,-4.313,0.098,97.906,7,4,4,Energetic,telugu
0FSrCEox8bEpO3RD6ZfEr5,Top Lesi Poddi,0.64,0.104,0.938,0.000116,0.119,0.898,-3.423,0.185,82.874,0,4,4,Energetic,telugu
1Nh7gea2bnOt9i3HQI1JCB,"Massu Maranam - From ""Petta (Telugu)""",0.468,0.415,0.866,2.15E-06,0.652,0.732,-5.857,0.384,83.787,10,4,3,Energetic,telugu
5TTOfrbiEJslfTRnLFGJXV,Rechipodham,0.787,0.293,0.896,7.65E-05,0.0413,0.961,-6.781,0.0749,93.965,1,4,4,Energetic,telugu
4GsRour6Kmw3bHwezz6AVZ,Chaila Chaila,0.867,0.453,0.662,2.53E-05,0.0755,0.649,-8.334,0.179,100.008,2,4,0,Energetic,telugu
5rYuH1gY2lRBeotu5ejfR4,Ramana Aei,0.693,0.302,0.885,5.30E-06,0.106,0.726,-4.039,0.153,145.14,8,4,4,Energetic,telugu
534iKGEDubP2xHxZECgzJy,Dum Masala,0.779,0.473,0.884,4.97E-05,0.219,0.82,-7.333,0.0696,98.974,8,4,4,Energetic,telugu
3loxUguzZoOpPOieFEmTy1,Temper,0.848,0.106,0.813,0.00161,0.0539,0.689,-8.231,0.114,131.003,5,4,4,Energetic,telugu
4rc1WGmRJ2CsHXTmrBu3gH,Monna Kanipinchavu,0.711,0.304,0.587,0,0.0693,0.584,-7.383,0.223,96.921,6,4,3,Calm,telugu
2FPYJZygSLhD9RdPvEnBha,Nee Choopule,0.573,0.262,0.35,1.75E-05,0.0976,0.0386,-8.126,0.026,90.925,2,4,2,Calm,telugu
7qwlnOQ5tIZ9NHVuTjxdMA,Gurthukostunnayi,0.66,0.717,0.432,7.41E-05,0.114,0.341,-7.901,0.0303,139.858,0,4,1,Calm,telugu
7hNgK7f6Xbckzg7whl5vib,Gore Gore,0.791,0.0998,0.728,0.0267,0.073,0.846,-5.935,0.0518,92.019,8,4,4,Calm,telugu
6UAtLcNfFYSPTbNYaqHiMz,Gala Gala Paruthunna,0.697,0.52,0.756,9.18E-06,0.123,0.586,-5.02,0.089,101.021,9,4,0,Calm,telugu
261cGiBtDiWvciVTch0ab1,Muvvala Navakala,0.713,0.301,0.594,5.96E-06,0.0583,0.701,-9.187,0.231,150.164,2,3,6,Calm,telugu
0pCXbJ3lbtinCZnwg1CYDC,Leharaayi,0.78,0.245,0.608,4.14E-05,0.0947,0.476,-7.62,0.061,91.975,0,4,2,Calm,telugu
1SbK7OHdqsTUfzPVKylwND,Arere Yekkada,0.789,0.535,0.789,0.00872,0.302,0.889,-5.631,0.0463,102.055,0,4,4,Calm,telugu
4B28C4WnkayJFo8JYVBO5j,Nuvvu Nuvvu,0.806,0.396,0.496,2.31E-05,0.0881,0.812,-8.548,0.0356,94.994,1,4,0,Calm,telugu
3jCrVZOua2khYydUAxjuY4,Chinni Chinni Aasalu,0.718,0.601,0.6,9.01E-05,0.232,0.642,-6.733,0.0575,90.013,9,4,0,Calm,telugu
2IpwvBkE1not2UVDAhYcjA,Come to the Party,0.697,0.248,0.861,4.32E-05,0.347,0.774,-4.998,0.243,169.904,9,4,6,Chillful,telugu
2kFaEZJM9coKfesI5LOaPJ,Neethoney Dance,0.811,0.113,0.962,0,0.4,0.876,-2.719,0.0484,119.973,2,4,4,Chillful,telugu
4jy2ORlpTbFqI07KO3LgWI,Ammadu Let's Do Kummudu,0.537,0.0917,0.952,0.0526,0.066,0.773,-4.92,0.101,95.017,9,4,4,Chillful,telugu
5VayHAvzwBx4i87c1twFjS,Seeti Maar,0.794,0.00364,0.894,0.0113,0.139,0.547,-2.476,0.0411,124.97,10,4,4,Chillful,telugu
1D8dEFWzWPCs9kk2BaWDGS,Mama Ek Peg La,0.961,0.294,0.812,1.04E-05,0.904,0.59,-4.761,0.207,121.979,1,4,4,Chillful,telugu
7IoZooXmlXSEVsttiDrGmr,"Jaragandi (From ""Game Changer"") (Telugu)",0.636,0.744,0.902,2.24E-05,0.175,0.744,-5.653,0.137,93.052,5,4,0,Chillful,telugu
55lcV76gPJUqAnHj3Z9xRd,Private Party,0.715,0.559,0.935,0.00344,0.138,0.904,-5.656,0.0384,127.993,8,4,4,Chillful,telugu
16GOMnzXpsSRviKHmAdgJE,24/7 Party,0.799,0.0902,0.876,0,0.308,0.745,-6.469,0.206,127.945,2,4,4,Chillful,telugu
0FS7yDVvXCFosGbpQW9OXY,Boss Party,0.897,0.0395,0.816,0.000549,0.26,0.637,-5.357,0.239,143.913,7,4,4,Chillful,telugu
15tCasit297c9SsbU3R95d,"Mind Block (From ""Sarileru Neekevvaru"")",0.922,0.645,0.921,0.00536,0.0972,0.73,-5.026,0.216,101.986,7,4,4,Chillful,telugu
778nrN0TLmcv1kJ3yqP9A9,Anybody Out There,0.76,0.294,0.919,0.133,0.272,0.0906,-8.238,0.237,148.901,1,4,0,Chillful,english
3ISXoKwtIuPwRzkaYD0tqP,Carbidsjitte,0.565,0.0108,0.945,0.000406,0.0465,0.719,-2.168,0.0604,176.989,0,4,0,Chillful,english
48FDNIDGhf60fRDoZ61Iap,Children Of The Night - XXL Version,0.636,0.000944,0.912,0.00532,0.318,0.582,-6.762,0.0756,171.402,2,4,0,Chillful,english
6rwxcZoU91W5vyqQsjBHD6,Dopamine,0.47,0.00259,0.995,0.0547,0.369,0.123,-0.629,0.14,174.951,1,4,0,Chillful,english
56Bl62Xfm0HZvaI87NZfWK,NGMF,0.739,0.0185,0.883,0.0631,0.33,0.252,-5.329,0.27,149.965,4,4,0,Chillful,english
6ACG1I3qXRpnkIKLVzy4Ww,The Logical Song,0.527,0.00112,0.933,0.0362,0.425,0.493,-6.277,0.0382,144.043,6,4,0,Chillful,english
2pz4MTNdeeANDS6sUiFoPF,The Beat Is Flown,0.631,0.0281,0.851,0.538,0.295,0.164,-5.406,0.0565,150.028,9,4,4,Chillful,english
3c4QG7Sq83vOqv47AeVbYF,Power of Silence,0.41,0.00795,0.969,0.862,0.324,0.0901,-1.319,0.146,170.011,2,4,4,Chillful,english
2wNEZpHKpxcVeUPUF1mzUy,BazeFaze - SPLT SCND INTERLUDE RMX 5,0.458,0.0124,0.955,0.0107,0.676,0.287,-5.231,0.101,150.064,9,4,0,Chillful,english
6kTD5u7xoWxGxldtvn7mml,The Ultimate Seduction,0.756,0.0124,0.885,0.0258,0.074,0.589,-6.899,0.0406,132.699,0,4,2,Chillful,english
4tO7AmOZTuT0rbvaQ2MOuE,Make Some Noise,0.681,0.004,0.991,0.878,0.0163,0.0927,-4.453,0.347,170.038,11,4,4,Calm,english
0I5CwxETIiIIymPkEqEDAf,Toda Rhythm,0.537,0.0299,0.896,0.849,0.103,0.07,-6.963,0.0738,190.078,6,4,4,Calm,english
3hoOdQW5q4J92rHSraBS1g,Speak My Mind - Original Mix,0.477,0.0092,0.962,0.0219,0.0778,0.186,-3.345,0.0797,94.986,6,4,5,Calm,english
7KAwzhDWrmiW7fWkyynvKQ,Welcome down,0.386,0.00122,0.951,0.00462,0.121,0.0708,-7.61,0.396,173.993,7,4,0,Calm,english
4YvX7AQHtUa3T00n9S7GAB,System Crash [Mix Cut] - Original Mix,0.428,0.00618,0.972,3.46E-06,0.89,0.55,-6.479,0.381,169.982,7,4,0,Calm,english
4KjnysUdHLw9WNDP5A1BCY,The World of the LSD-User,0.427,0.000336,0.91,0.696,0.126,0.379,-9.822,0.0561,164.84,6,1,4,Calm,english
5ENZmalv3TTuZyZpihKyg1,Underneath (feat. Linney),0.546,0.00652,0.949,0.00256,0.192,0.246,-4.353,0.0534,134.956,4,4,5,Calm,english
0W718GeUYzY6XzWbclhimU,Fuck That Shit - Radio Edit,0.414,0.0773,0.994,0.0542,0.277,0.231,-2.175,0.355,173.895,11,3,0,Calm,english
15LBObLlUuKQprNDns0T24,Remembrance,0.545,0.000525,0.933,0.00447,0.389,0.0656,-2.295,0.0672,169.987,7,4,0,Calm,english
7gPVQZURWJccOXn53QAFeR,The Future,0.477,0.000253,0.952,0.674,0.121,0.0551,-9.202,0.0561,182.039,7,4,4,Calm,english
4MRAfcIkhzFelVtXTTdFo2,Encore,0.662,0.00277,0.894,0.000766,0.326,0.155,-3.719,0.0419,129.968,11,4,5,Cheerful,english
7qHsCaERIZVnNsFjmCkjSV,I Am a Ruffneck,0.402,0.000235,0.949,0.882,0.43,0.151,-6.366,0.0888,182.032,1,4,4,Cheerful,english
0Qc4Hi2Hebx9uLTrKLJP4o,Come Running 2022 - Lucky Rabbit Remix,0.668,0.0246,0.885,0.00877,0.353,0.462,-4.235,0.258,169.895,1,4,0,Cheerful,english
7wMqrj2PNhfvKV3wlqluS2,Circus of Hell,0.42,0.000177,0.933,0.000301,0.228,0.272,-3.497,0.0759,170.041,7,4,0,Cheerful,english
5urCxi14CYwg44QrqlS1mT,Who We Are,0.487,0.239,0.94,0.00906,0.0828,0.443,-5.181,0.103,168.038,4,4,0,Cheerful,english
44yh6K9jMexBzeAV64Ccyi,Fucking Maximaal,0.528,0.00166,0.947,7.16E-06,0.337,0.147,-2.193,0.203,180.082,5,4,0,Cheerful,english
4bTyhiSMz3BYwDnExidipV,Tracking The Beat - Album Edit,0.509,0.0603,0.983,0.401,0.0675,0.375,-2.235,0.0613,150.036,6,4,0,Cheerful,english
2VwtcCZgGkN103icTdQYwW,Boobytrap,0.598,0.00029,0.884,0.00136,0.325,0.17,-1.108,0.127,105.009,2,4,5,Cheerful,english
0zXefV9c7LiXgJQka5uiMe,Walking The Line,0.503,0.117,0.93,0.000637,0.608,0.309,-4.539,0.377,170.09,4,4,0,Cheerful,english
2lEPtBF7FhGnzEpvbJFkHU,Hardcore To Da Bone,0.707,0.00274,0.961,0.186,0.154,0.161,-3.419,0.158,92.509,7,4,5,Cheerful,english
5u8xoqHDawYjSGayeIxz37,1 Gabber Family,0.785,0.0422,0.977,1.56E-06,0.437,0.475,-2.325,0.266,100.054,7,4,2,Energetic,english
2mWIEU9qfnoTgUEMnUzLaJ,Sound Becomes One - Video & MoH,0.25,0.0923,0.872,0.000228,0.0943,0.0396,-5.39,0.0522,91.824,9,4,5,Energetic,english
4omgyreSIxUpa7TQVgJc5Y,Like Hypa Said - Remastered,0.455,0.001,0.986,0.0735,0.208,0.288,-7.058,0.0779,141.977,4,4,0,Energetic,english
4ybWNMknSEjAh0cF171DzF,Out of Control - Phenex Kicks Mix,0.43,0.000126,0.994,0.0194,0.677,0.177,-4.033,0.105,181.291,8,4,0,Energetic,english
7MghdcQcQvYdiA74yUdren,Let Yourself Go - Mix Cut,0.739,0.00113,0.806,0.497,0.279,0.363,-5.748,0.251,155.903,1,4,4,Energetic,english
0L2RHuJ4Jo0myMpqvYNnML,Rock Bottom,0.58,0.00634,0.988,0.000684,0.321,0.239,-5.145,0.0696,143.066,8,4,0,Energetic,english
4uW9RyoFqlMCeFV54HGsaM,Endless Summer - Remastered,0.426,0.0193,0.998,0.176,0.986,0.182,-5.845,0.17,161.959,0,4,0,Energetic,english
4wiBBUMNZ45IgZUPz7mNBC,Bounce Like A Champ - Radio Edit,0.581,0.0143,0.891,0,0.521,0.157,-5.829,0.166,100.006,0,4,5,Energetic,english
5ofspw1DYSisBg00QS1k61,Alt,0.513,0.648,0.935,0.537,0.401,0.262,-0.181,0.0374,80.038,10,4,5,Energetic,english
6dylAokO8fuUyqJftp9y8i,Next 2 Me - Radio Edit,0.561,0.0812,0.996,0.129,0.155,0.479,-4.47,0.0628,164.018,3,4,0,Energetic,english
69gjXUb1WX614DxYleKrek,Nenje Nenje,0.62,0.691,0.468,1.08E-06,0.107,0.566,-5.263,0.0406,86.952,7,4,2,Energetic,tamil
4NstC61euztrCikfjQvii8,Veera Thamizhan - Madras Gig,0.715,0.202,0.948,0,0.15,0.698,-4.249,0.155,100.008,7,4,6,Energetic,tamil
1bWTuW4Ikmfjv1oidvKhof,Chuttum Vizhi,0.262,0.886,0.0653,0,0.0954,0.161,-19.887,0.041,63.581,0,3,2,Energetic,tamil
4wGS3kfNjrWP8ViYZR7HTn,Ore Nyabagam,0.762,0.656,0.381,0.829,0.101,0.651,-15.57,0.066,149.839,10,1,3,Energetic,tamil
4I8NlUy5L3RLmBAQu6oKMe,Kaattrae En Vaasal (Wind),0.613,0.208,0.395,0.000665,0.189,0.455,-14.281,0.0392,172.014,10,4,0,Energetic,tamil
5v4SXO5Rgul9W2L6uJqXEL,Adi Raangi,0.685,0.27,0.761,3.12E-05,0.0967,0.636,-4.943,0.0325,88.016,2,4,1,Energetic,tamil
0oGoa64pUbzCRYo6BofJFs,I Miss You Da,0.706,0.335,0.663,0.0423,0.105,0.567,-9.583,0.0526,119.954,7,4,0,Energetic,tamil
04NcPs5V6181I5hvUFY4Vp,Sara Sara Saara Kathu,0.578,0.602,0.629,0,0.0708,0.528,-6.774,0.118,104.097,10,4,1,Energetic,tamil
5Gsb5ZdKM3Hri0I2lzzzc2,Azhagiya Cinderella,0.594,0.117,0.512,0,0.124,0.585,-12.623,0.208,167.93,7,4,4,Energetic,tamil
6DpNW0DW16l92pLLOg9dzw,Kannukkulle,0.705,0.265,0.495,5.73E-06,0.219,0.646,-12.39,0.0367,87.942,7,4,0,Energetic,tamil
7fec0UcxeHVe6kHIez2GSs,Orasaadha - Madras Gig,0.587,0.141,0.776,0,0.109,0.606,-4.892,0.0807,159.906,0,4,4,Calm,tamil
6kekHWEQ4SyMe5EjYAlveP,High On Love,0.63,0.214,0.779,9.34E-06,0.112,0.619,-4.944,0.0392,149.948,4,4,4,Calm,tamil
5wAhrduRLWFLI3stVpoMV2,Simtaangaran,0.808,0.221,0.564,4.96E-06,0.0629,0.841,-9.004,0.124,122.024,10,4,6,Calm,tamil
7CZYShn64kMixm8gqrTpww,OMG Ponnu,0.809,0.00169,0.714,0.136,0.0573,0.514,-9.555,0.0342,130.011,11,4,0,Calm,tamil
74IE3QmRR07So8TE0320Oa,Mazhai Kuruvi,0.773,0.639,0.474,0.0026,0.11,0.239,-11.147,0.0368,130.045,2,4,2,Calm,tamil
6e9FDeYOKI74monAz2RcSu,Bhoomi Bhoomi,0.671,0.481,0.237,0,0.274,0.379,-12.052,0.0416,119.979,0,4,2,Calm,tamil
0SOAuohGmdPWKnBxGiwJkn,"The Karma Theme - From ""U Turn""",0.58,0.00826,0.865,0.000264,0.069,0.497,-4.966,0.0415,123.961,2,4,1,Calm,tamil
5INxOkZadSAAMp8OrtFNEl,Kaala (Tamil) Teaser Theme,0.527,0.00165,0.722,0.0156,0.115,0.453,-5.196,0.0983,79.848,2,4,1,Calm,tamil
2UFCFbaNkwlQmWySJaGAFN,"Oru Kuchi Oru Kulfi #TheSelfieSong - From ""Kalakalappu 2""",0.786,0.218,0.866,0,0.441,0.964,-3.458,0.249,140.122,10,4,5,Calm,tamil
12PNUTKhfwR8acdU7BjiXC,Dope Track,0.622,0.309,0.709,6.38E-06,0.163,0.488,-5.061,0.0513,160.029,0,4,4,Calm,tamil
5gBa7yfdEUKrpJbhAygKRs,"Vaadi Pulla Vaadi - From ""Meesaya Murukku""",0.472,0.375,0.937,0.000101,0.325,0.324,-5.464,0.0639,179.999,9,4,4,Chillful,tamil
7vgWggk85sh6n8iMmMDZVJ,"Karuthavanlaam Galeejaam (From ""Velaikkaran"")",0.67,0.209,0.94,0,0.346,0.474,-4.404,0.308,89.95,11,4,5,Chillful,tamil
1CjXSN6vgWmniOCEycVFdN,Aalaporaan Thamizhan,0.699,0.263,0.81,0.00146,0.109,0.738,-7.087,0.057,135.966,5,4,6,Chillful,tamil
5cMXwuQZ69FqGKtTmBc8ox,Bodhai Kodhai,0.75,0.58,0.361,0,0.137,0.4,-8.949,0.109,141.963,5,4,2,Chillful,tamil
4qXLKjGhBqIlqtamTbkkCa,Sevatha Pulla,0.675,0.357,0.562,4.28E-06,0.125,0.651,-8.029,0.088,154.986,5,4,4,Chillful,tamil
2l733obkYZY6WMZhKHPxPR,Pudichiruka Illa Pudikalaya,0.711,0.222,0.938,0,0.319,0.928,-4.472,0.0799,160.025,1,4,4,Chillful,tamil
0vzEVSSjovxIn85uyrsvV3,"Iraiva (From ""Velaikkaran"")",0.571,0.198,0.729,0,0.103,0.378,-5.603,0.0481,140.062,10,4,1,Chillful,tamil
6ih9ThoCJLA9pObWGfHQF2,"Kadhalikathey - From ""Imaikkaa Nodigal""",0.731,0.3,0.984,0,0.132,0.912,-2.479,0.175,144.881,3,4,6,Chillful,tamil
3ofnkr6j3FLAHc2eTh9YnQ,Karuppu Vellai,0.425,0.437,0.595,0.000826,0.0958,0.0892,-8.296,0.0533,109.91,2,4,2,Chillful,tamil
4ctw0T8iaTayHAqhfA287W,Vilagaadhe Enadhuyirae,0.422,0.134,0.496,0,0.164,0.412,-9.341,0.0524,180.048,1,4,4,Chillful,tamil
0wK8MG9pulX8sPu3Xw0Qg9,Oru Katha Sollatta?,0.657,0.192,0.768,0.0611,0.129,0.567,-5.885,0.179,175.126,9,3,4,Chillful,tamil
3jWmbz6xezzktjStZzoCuB,Koottippo Koodave,0.59,0.759,0.609,0.000972,0.117,0.372,-9.343,0.0434,94.964,4,4,2,Cheerful,tamil
2AG3cLGb2xSeeLptEy03jL,Maruvaarthai - Restrung Version,0.748,0.158,0.691,3.86E-05,0.12,0.688,-8.096,0.0337,100.001,9,4,6,Cheerful,tamil
0PZmd2nRD30Yq6ZutVUq0F,Ulaviravu,0.739,0.342,0.432,0.0059,0.0792,0.43,-11.12,0.0298,109.966,0,4,0,Cheerful,tamil
5l5AqC3DiRU1ZDCHD1FXPo,"Kannala - From ""China""",0.747,0.266,0.53,0,0.126,0.452,-7.501,0.0358,124.996,0,4,0,Cheerful,tamil
6jowHr633FyJrhB8w5fKrs,Amma I Love You,0.829,0.819,0.516,0.00957,0.0885,0.346,-8.543,0.04,119.98,11,4,2,Cheerful,tamil
2YuXAzMUprWQShKhwFuloj,Nee Kadhalikkum ponnu,0.828,0.141,0.906,0.00134,0.0575,0.963,-2.968,0.131,77.56,7,4,6,Cheerful,tamil
3ij0Z0Zm0nM6fKyQMkCmqS,Yaaro En Nenjai,0.82,0.296,0.747,1.05E-05,0.0447,0.913,-5.559,0.0621,97.979,7,4,6,Cheerful,tamil
0kAP7Uplwp2iLLsNgsdWxc,Kannu Rendum,0.812,0.134,0.97,0.00031,0.0177,0.927,-3.647,0.104,85.057,0,4,6,Cheerful,tamil
2BB7wu5jJxxAEH9DKC5Mm4,En Idhayam,0.691,0.378,0.687,0.00547,0.15,0.882,-3.963,0.0655,89.899,0,4,6,Cheerful,tamil
